genestableid,gene_name,gene_description,disagreement,prob_equal_ortho_adj,similarity
"ENSMUSG00000058997","vwa8","von willebrand factor a domain containing 8",1.241693,.000044,"Different"
"ENSMUSG00000059003","grin2a","glutamate receptor ionotropic nmda2a epsilon 1 ",.0096833,.9592049,"Same"
"ENSMUSG00000059005","hnrnpa3","heterogeneous nuclear ribonucleoprotein a3",.6311378,.8417149,"Same"
"ENSMUSG00000059049","frem1","fras1 related extracellular matrix protein 1",1.539202,.3835343,"Same"
"ENSMUSG00000059060","rad51b","rad51 paralog b",.1138058,.9405856,"Same"
"ENSMUSG00000059070","rpl18","ribosomal protein l18",1.042544,.5147204,"Same"
"ENSMUSG00000059119","nap1l4","nucleosome assembly protein 1 like 4",.1906232,.906009,"Same"
"ENSMUSG00000059149","mfsd4a","major facilitator superfamily domain containing 4a",.0558724,.9281891,"Same"
"ENSMUSG00000059182","skap2","src family associated phosphoprotein 2",.142954,.9375608,"Same"
"ENSMUSG00000059187","fam19a1","family with sequence similarity 19 member a1",.0474497,.9592049,"Same"
"ENSMUSG00000059208","hnrnpm","heterogeneous nuclear ribonucleoprotein m",.0001973,.9668123,"Same"
"ENSMUSG00000059213","ddn","dendrin",.0136294,.9299356,"Same"
"ENSMUSG00000059248","sept9","septin 9",.6640438,.8237354,"Same"
"ENSMUSG00000059263","usp47","ubiquitin specific peptidase 47",.0013105,.9596648,"Same"
"ENSMUSG00000059273","zc3h4","zinc finger ccch type containing 4",.0044934,.9592049,"Same"
"ENSMUSG00000059278","naa38","n alpha acetyltransferase 38 natc auxiliary subunit",1.367288,.4868629,"Same"
"ENSMUSG00000059316","slc27a4","solute carrier family 27 fatty acid transporter member 4",1.298286,.5182772,"Same"
"ENSMUSG00000059325","hopx","hop homeobox",.1662334,.8818451,"Same"
"ENSMUSG00000059327","eda","ectodysplasin a",1.271709,.0022263,"Different"
"ENSMUSG00000059336","slc14a1","solute carrier family 14 urea transporter member 1",.0010094,.9596648,"Same"
"ENSMUSG00000059361","nrsn2","neurensin 2",.0239983,.8776925,"Same"
"ENSMUSG00000059363","fxn","frataxin",1.832524,.0389752,"Different"
"ENSMUSG00000059439","bcas3","breast carcinoma amplified sequence 3",.0782167,.8789117,"Same"
"ENSMUSG00000059447","hadhb","hydroxyacyl coenzyme a dehydrogenase/3 ketoacyl coenzyme a thiolase/enoyl coenzyme a hydratase trifunctional protein beta subunit",.0729343,.9592049,"Same"
"ENSMUSG00000059456","ptk2b","ptk2 protein tyrosine kinase 2 beta",.1303146,.8890275,"Same"
"ENSMUSG00000059474","mbtd1","mbt domain containing 1",.7606399,.7402458,"Same"
"ENSMUSG00000059475","zfp426","zinc finger protein 426",.1330675,.9101785,"Same"
"ENSMUSG00000059486","kbtbd2","kelch repeat and btb poz domain containing 2",1.095956,.0000965,"Different"
"ENSMUSG00000059493","nhs","nhs actin remodeling regulator",.0059908,.9592049,"Same"
"ENSMUSG00000059534","uqcr10","ubiquinol cytochrome c reductase complex iii subunit x",.0223783,.9592049,"Same"
"ENSMUSG00000059540","tcea2","transcription elongation factor a sii 2",1.428501,.4324557,"Same"
"ENSMUSG00000059552","trp53","transformation related protein 53",.0004885,.9650449,"Same"
"ENSMUSG00000059554","ccdc28a","coiled coil domain containing 28a",.0479326,.9592049,"Same"
"ENSMUSG00000059586","nsmce2","nse2/mms21 homolog smc5 smc6 complex sumo ligase",.3584074,.8815756,"Same"
"ENSMUSG00000059588","calcrl","calcitonin receptor like",.5312062,.8030015,"Same"
"ENSMUSG00000059674","cdh24","cadherin like 24",.2120414,.8776925,"Same"
"ENSMUSG00000059713","rcan3","regulator of calcineurin 3",1.401953,.047154,"Different"
"ENSMUSG00000059714","flot1","flotillin 1",.1888908,.8738035,"Same"
"ENSMUSG00000059791","nrm","nurim nuclear envelope membrane protein ",.1957197,.9375608,"Same"
"ENSMUSG00000059796","eif4a1","eukaryotic translation initiation factor 4a1",.2528339,.8930278,"Same"
"ENSMUSG00000059811","atl2","atlastin gtpase 2",1.276418,.0001649,"Different"
"ENSMUSG00000059820","nkapd1","nkap domain containing 1",.2771986,.8776925,"Same"
"ENSMUSG00000059824","dbp","d site albumin promoter binding protein",.0136769,.9592049,"Same"
"ENSMUSG00000059834","sclt1","sodium channel and clathrin linker 1",.910278,.7366549,"Same"
"ENSMUSG00000059842","zfp341","zinc finger protein 341",.7692096,.67399,"Same"
"ENSMUSG00000059851","kmt5c","lysine methyltransferase 5c",.1530062,.8772232,"Same"
"ENSMUSG00000059878","zfp422","zinc finger protein 422",.634434,.8261656,"Same"
"ENSMUSG00000059920","4930453n24rik","riken cdna 4930453n24 gene",.3975383,.8371552,"Same"
"ENSMUSG00000059923","grb2","growth factor receptor bound protein 2",.0485384,.9384592,"Same"
"ENSMUSG00000059970","hspa2","heat shock protein 2",.0026728,.9614422,"Same"
"ENSMUSG00000059974","ntm","neurotrimin",.0068553,.9592049,"Same"
"ENSMUSG00000059975","zfp74","zinc finger protein 74",1.108741,.2625346,"Same"
"ENSMUSG00000059991","nptx2","neuronal pentraxin 2",.2938827,.9019403,"Same"
"ENSMUSG00000059995","atxn7l3","ataxin 7 like 3",.1388056,.8930278,"Same"
"ENSMUSG00000060002","chpt1","choline phosphotransferase 1",.6027926,.7347408,"Same"
"ENSMUSG00000060012","kif13b","kinesin family member 13b",1.729006,.0165832,"Different"
"ENSMUSG00000060036","rpl3","ribosomal protein l3",.0791097,.9592049,"Same"
"ENSMUSG00000060063","alox5ap","arachidonate 5 lipoxygenase activating protein",.6110278,.7796634,"Same"
"ENSMUSG00000060073","psma3","proteasome prosome macropain subunit alpha type 3",.6174808,.7793218,"Same"
"ENSMUSG00000060090","rp2","retinitis pigmentosa 2 homolog",.4665907,.7509429,"Same"
"ENSMUSG00000060121","gemin2","gem nuclear organelle associated protein 2",1.340703,.419757,"Same"
"ENSMUSG00000060176","kif27","kinesin family member 27",1.381975,.159819,"Same"
"ENSMUSG00000060181","slc35e3","solute carrier family 35 member e3",.1961544,.906009,"Same"
"ENSMUSG00000060206","zfp462","zinc finger protein 462",.0000195,.9133815,"Same"
"ENSMUSG00000060212","pcnx2","pecanex homolog 2",.8152345,.7526156,"Same"
"ENSMUSG00000060227","casc4","cancer susceptibility candidate 4",.0117644,.9592049,"Same"
"ENSMUSG00000060240","cend1","cell cycle exit and neuronal differentiation 1",.3792294,.8503588,"Same"
"ENSMUSG00000060257","scrt2","scratch family zinc finger 2",.0048147,.9592049,"Same"
"ENSMUSG00000060275","nrg2","neuregulin 2",.0051947,.9592049,"Same"
"ENSMUSG00000060371","caln1","calneuron 1",.0001133,.9593371,"Same"
"ENSMUSG00000060450","rnf14","ring finger protein 14",.0014408,.9592049,"Same"
"ENSMUSG00000060475","wtap","wilms tumour 1 associating protein",.3626992,.8776925,"Same"
"ENSMUSG00000060477","irak2","interleukin 1 receptor associated kinase 2",1.108852,.6359526,"Same"
"ENSMUSG00000060487","samd5","sterile alpha motif domain containing 5",1.547671,.0202635,"Different"
"ENSMUSG00000060534","dcc","deleted in colorectal carcinoma",.8269872,.7282164,"Same"
"ENSMUSG00000060548","tnfrsf19","tumor necrosis factor receptor superfamily member 19",1.237847,.103345,"Same"
"ENSMUSG00000060568","fam78b","family with sequence similarity 78 member b",.2255939,.9127874,"Same"
"ENSMUSG00000060572","mfap2","microfibrillar associated protein 2",.7447174,.7526156,"Same"
"ENSMUSG00000060579","fhit","fragile histidine triad gene",1.34317,.3792602,"Same"
"ENSMUSG00000060594","layn","layilin",.6732362,.7992918,"Same"
"ENSMUSG00000060600","eno3","enolase 3 beta muscle",.0034692,.9592049,"Same"
"ENSMUSG00000060657","marf1","meiosis regulator and mrna stability 1",.295641,.8191383,"Same"
"ENSMUSG00000060675","pla2g16","phospholipase a2 group xvi",.0004624,.9650449,"Same"
"ENSMUSG00000060679","mrps9","mitochondrial ribosomal protein s9",1.688638,.291481,"Same"
"ENSMUSG00000060681","slc9a6","solute carrier family 9 sodium/hydrogen exchanger member 6",.0008972,.9592049,"Same"
"ENSMUSG00000060703","cd302","cd302 antigen",.001521,.9600178,"Same"
"ENSMUSG00000060716","plekhh1","pleckstrin homology domain containing family h with myth4 domain member 1",.2707319,.897163,"Same"
"ENSMUSG00000060733","ipmk","inositol polyphosphate multikinase",1.12555,.1075234,"Same"
"ENSMUSG00000060771","tsga10","testis specific 10",1.149943,.0002337,"Different"
"ENSMUSG00000060780","lrrtm1","leucine rich repeat transmembrane neuronal 1",.0106371,.9592049,"Same"
"ENSMUSG00000060798","intu","inturned planar cell polarity protein",.076002,.9592049,"Same"
"ENSMUSG00000060802","b2m","beta 2 microglobulin",.0375334,.9592049,"Same"
"ENSMUSG00000060860","ube2s","ubiquitin conjugating enzyme e2s",1.918356,.0470399,"Different"
"ENSMUSG00000060862","zbtb40","zinc finger and btb domain containing 40",1.653407,.2764419,"Same"
"ENSMUSG00000060882","kcnd2","potassium voltage gated channel shal related family member 2",.0010036,.9593371,"Same"
"ENSMUSG00000060904","arl1","adp ribosylation factor like 1",.0117809,.9592049,"Same"
"ENSMUSG00000060923","acyp2","acylphosphatase 2 muscle type",.0280136,.9592049,"Same"
"ENSMUSG00000060924","csmd1","cub and sushi multiple domains 1",.0011238,.9592049,"Same"
"ENSMUSG00000060950","trmt61a","trna methyltransferase 61a",1.487937,.0767108,"Same"
"ENSMUSG00000060961","slc4a4","solute carrier family 4 anion exchanger member 4",.0124703,.8995337,"Same"
"ENSMUSG00000060962","dmkn","dermokine",1.351705,.0044966,"Different"
"ENSMUSG00000060992","copz1","coatomer protein complex subunit zeta 1",1.247584,.3816444,"Same"
"ENSMUSG00000061013","mkx","mohawk homeobox",.0547851,.9592049,"Same"
"ENSMUSG00000061024","rrs1","ribosome biogenesis regulator 1",.6253276,.7405335,"Same"
"ENSMUSG00000061046","haghl","hydroxyacylglutathione hydrolase like",.4816561,.8212612,"Same"
"ENSMUSG00000061048","cdh3","cadherin 3",.1765476,.9101785,"Same"
"ENSMUSG00000061079","zfp143","zinc finger protein 143",.0569471,.9547272,"Same"
"ENSMUSG00000061080","lsamp","limbic system associated membrane protein",.0904938,.9549613,"Same"
"ENSMUSG00000061111","mcrip1","mapk regulated corepressor interacting protein 1",.90473,.3916853,"Same"
"ENSMUSG00000061118","dnajc30","dnaj heat shock protein family hsp40 member c30",.0853514,.911338,"Same"
"ENSMUSG00000061119","prcp","prolylcarboxypeptidase angiotensinase c ",1.719795,.1429994,"Same"
"ENSMUSG00000061132","blnk","b cell linker",.0171477,.9592049,"Same"
"ENSMUSG00000061136","prpf40a","pre mrna processing factor 40a",.0266313,.9592049,"Same"
"ENSMUSG00000061143","maml3","mastermind like transcriptional coactivator 3",.1636674,.9012716,"Same"
"ENSMUSG00000061244","exoc5","exocyst complex component 5",.9076086,.6832027,"Same"
"ENSMUSG00000061288","taok3","tao kinase 3",.219728,.8772232,"Same"
"ENSMUSG00000061298","agbl4","atp/gtp binding protein like 4",.2375771,.9112987,"Same"
"ENSMUSG00000061306","slc38a10","solute carrier family 38 member 10",.8780056,.0057439,"Different"
"ENSMUSG00000061313","ddhd2","ddhd domain containing 2",1.585563,.3296426,"Same"
"ENSMUSG00000061360","phf5a","phd finger protein 5a",.0062371,.9592049,"Same"
"ENSMUSG00000061393","acvr2b","activin receptor iib",.4185511,.8776925,"Same"
"ENSMUSG00000061410","zcchc14","zinc finger cchc domain containing 14",.141596,.9405856,"Same"
"ENSMUSG00000061451","tmem151a","transmembrane protein 151a",.0078992,.9592049,"Same"
"ENSMUSG00000061458","nol10","nucleolar protein 10",.0337341,.8776925,"Same"
"ENSMUSG00000061477","rps7","ribosomal protein s7",.6123647,.8410026,"Same"
"ENSMUSG00000061517","sox21","sry sex determining region y box 21",.0719677,.9217858,"Same"
"ENSMUSG00000061524","zic2","zinc finger protein of the cerebellum 2",.8950025,.7405335,"Same"
"ENSMUSG00000061533","cep128","centrosomal protein 128",.0045045,.9629867,"Same"
"ENSMUSG00000061559","wdr61","wd repeat domain 61",1.540979,.0003988,"Different"
"ENSMUSG00000061576","dpp6","dipeptidylpeptidase 6",.0040258,.9592049,"Same"
"ENSMUSG00000061578","ksr2","kinase suppressor of ras 2",1.074661,.6002128,"Same"
"ENSMUSG00000061601","pclo","piccolo presynaptic cytomatrix protein ",.1623693,.9139859,"Same"
"ENSMUSG00000061603","akap6","a kinase prka anchor protein 6",.0582293,.9592049,"Same"
"ENSMUSG00000061607","mdc1","mediator of dna damage checkpoint 1",.0057546,.9598377,"Same"
"ENSMUSG00000061650","med9","mediator complex subunit 9",.4394436,.7609909,"Same"
"ENSMUSG00000061665","cd2ap","cd2 associated protein",.203869,.8746549,"Same"
"ENSMUSG00000061689","dlgap4","dlg associated protein 4",.0042604,.9592049,"Same"
"ENSMUSG00000061718","ppp1r1b","protein phosphatase 1 regulatory inhibitor subunit 1b",.0181021,.9592049,"Same"
"ENSMUSG00000061731","ext1","exostoses multiple 1",1.08268,.6272401,"Same"
"ENSMUSG00000061751","kalrn","kalirin rhogef kinase",.0579622,.9045464,"Same"
"ENSMUSG00000061759","armt1","acidic residue methyltransferase 1",.1475382,.9419276,"Same"
"ENSMUSG00000061838","suclg2","succinate coenzyme a ligase gdp forming beta subunit",.003414,.9615534,"Same"
"ENSMUSG00000061859","patj","patj crumbs cell polarity complex component",1.163142,1.21e-08,"Different"
"ENSMUSG00000061894","zscan20","zinc finger and scan domains 20",.5414798,.8258777,"Same"
"ENSMUSG00000061898","rbak","rb associated krab zinc finger",1.144694,.6014781,"Same"
"ENSMUSG00000061904","slc25a3","solute carrier family 25 mitochondrial carrier phosphate carrier member 3",1.436569,.4262628,"Same"
"ENSMUSG00000061911","myt1l","myelin transcription factor 1 like",.0239564,.8915315,"Same"
"ENSMUSG00000061950","ppp4r1","protein phosphatase 4 regulatory subunit 1",1.191213,.5761597,"Same"
"ENSMUSG00000062006","rpl34","ribosomal protein l34",1.535246,.1264813,"Same"
"ENSMUSG00000062012","zfp13","zinc finger protein 13",1.509943,.025451,"Different"
"ENSMUSG00000062044","lmtk3","lemur tyrosine kinase 3",1.010349,.6432763,"Same"
"ENSMUSG00000062054","iah1","isoamyl acetate hydrolyzing esterase 1 homolog",1.71873,1.29e-07,"Different"
"ENSMUSG00000062075","lmnb2","lamin b2",.0127602,.9592049,"Same"
"ENSMUSG00000062098","btbd3","btb poz domain containing 3",1.15207,.3133046,"Same"
"ENSMUSG00000062115","rai1","retinoic acid induced 1",1.587855,.0003592,"Different"
"ENSMUSG00000062127","cttnbp2nl","cttnbp2 n terminal like",.0618249,.933173,"Same"
"ENSMUSG00000062151","unc13c","unc 13 homolog c",.2811442,.8721513,"Same"
"ENSMUSG00000062175","tgif2","tgfb induced factor homeobox 2",.0023859,.9644368,"Same"
"ENSMUSG00000062184","hs6st2","heparan sulfate 6 o sulfotransferase 2",1.424374,1.67e-07,"Different"
"ENSMUSG00000062190","lancl2","lanc bacterial lantibiotic synthetase component c like 2",1.381084,.4040067,"Same"
"ENSMUSG00000062202","btbd9","btb poz domain containing 9",1.300058,.1507479,"Same"
"ENSMUSG00000062203","gspt1","g1 to s phase transition 1",1.509588,.0688958,"Same"
"ENSMUSG00000062210","tnfaip8","tumor necrosis factor alpha induced protein 8",.799527,.7766134,"Same"
"ENSMUSG00000062248","cks2","cdc28 protein kinase regulatory subunit 2",.0002284,.9671308,"Same"
"ENSMUSG00000062252","lhfpl5","lipoma hmgic fusion partner like 5",.0275001,.9592049,"Same"
"ENSMUSG00000062257","opcml","opioid binding protein/cell adhesion molecule like",.0201803,.9592049,"Same"
"ENSMUSG00000062296","trank1","tetratricopeptide repeat and ankyrin repeat containing 1",.7887325,.7321154,"Same"
"ENSMUSG00000062300","nectin2","nectin cell adhesion molecule 2",.729474,.6533282,"Same"
"ENSMUSG00000062309","rpp25","ribonuclease p/mrp 25 subunit",1.029381,.303421,"Same"
"ENSMUSG00000062312","erbb2","erb b2 receptor tyrosine kinase 2",.0008334,.9650449,"Same"
"ENSMUSG00000062352","itgb1bp1","integrin beta 1 binding protein 1",1.007371,.6855838,"Same"
"ENSMUSG00000062380","tubb3","tubulin beta 3 class iii",.0284479,.9592049,"Same"
"ENSMUSG00000062397","zfp706","zinc finger protein 706",1.794131,.0054097,"Different"
"ENSMUSG00000062444","ap3b2","adaptor related protein complex 3 beta 2 subunit",.1543921,.8776925,"Same"
"ENSMUSG00000062510","nsl1","nsl1 mis12 kinetochore complex component",1.065051,.6689322,"Same"
"ENSMUSG00000062519","zfp398","zinc finger protein 398",1.465733,.0590829,"Same"
"ENSMUSG00000062526","mppe1","metallophosphoesterase 1",.2735955,.891132,"Same"
"ENSMUSG00000062563","cys1","cystin 1",.9851206,.6885065,"Same"
"ENSMUSG00000062580","timm17a","translocase of inner mitochondrial membrane 17a",.2756727,.8746549,"Same"
"ENSMUSG00000062590","armc9","armadillo repeat containing 9",1.330777,.0005928,"Different"
"ENSMUSG00000062591","tubb4a","tubulin beta 4a class iva",.00762,.9592049,"Same"
"ENSMUSG00000062604","srpk2","serine/arginine rich protein specific kinase 2",.0076707,.9592049,"Same"
"ENSMUSG00000062661","ncs1","neuronal calcium sensor 1",.0005731,.9592049,"Same"
"ENSMUSG00000062683","atp5g2","atp synthase h+ transporting mitochondrial f0 complex subunit c2 subunit 9 ",1.54144,.0106357,"Different"
"ENSMUSG00000062760","shisal1","shisa like 1",.0049716,.9592049,"Same"
"ENSMUSG00000062761","zfp512","zinc finger protein 512",.3330193,.8461171,"Same"
"ENSMUSG00000062785","kcnc3","potassium voltage gated channel shaw related subfamily member 3",.614926,.7829404,"Same"
"ENSMUSG00000062822","4833420g17rik","riken cdna 4833420g17 gene",1.217855,.0442614,"Different"
"ENSMUSG00000062825","actg1","actin gamma cytoplasmic 1",.5589272,.7157368,"Same"
"ENSMUSG00000062866","phactr2","phosphatase and actin regulator 2",.2620662,.9045464,"Same"
"ENSMUSG00000062867","impdh2","inosine monophosphate dehydrogenase 2",.0144566,.9592049,"Same"
"ENSMUSG00000062901","klhl24","kelch like 24",1.022371,.2987303,"Same"
"ENSMUSG00000062906","hdac10","histone deacetylase 10",.9625058,.6452262,"Same"
"ENSMUSG00000062908","acadm","acyl coenzyme a dehydrogenase medium chain",1.214838,1.45e-06,"Different"
"ENSMUSG00000062937","mtap","methylthioadenosine phosphorylase",.2174047,.907611,"Same"
"ENSMUSG00000062939","stat4","signal transducer and activator of transcription 4",1.876595,.0022919,"Different"
"ENSMUSG00000062949","atp11c","atpase class vi type 11c",.0568972,.9405856,"Same"
"ENSMUSG00000062960","kdr","kinase insert domain protein receptor",.0039288,.9397359,"Same"
"ENSMUSG00000062961","ccdc177","coiled coil domain containing 177",1.177512,.0888732,"Same"
